 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,472
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0, ,0, ,0, ,282, , 
 , , , , , , ,2702643,144890,866668,6491830,880835,367072,3498782,6979394,2846376,1466959,279517,71465,5472995,3754139,3086762,330524,80693,21574,0,8277857,4550241,1212684,624718,11512,6846,5172,0,11884069,3562739,735538,54575,19047,0,0, , ,16872491,3667105,378540,20685,2837,2814,0,0, , ,22610862,1402456,92792,35498,0,0,0, , , , ,19741035,727164,17473,6030,2652,0,0,0, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34164, , , , , , , , , , ,0, ,0, ,0, ,13680, , , , ,0,0,0,0,0,0, , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0, ,0, ,232, , , ,0,0,0,0,0,624, , , , , ,0,0,0,0,540,0,0, , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0, ,4, ,30719, , ,0,0,0,0,0,43, , , , ,0,0,0,0,1076,5,0, , , , ,0,0,0,36,0,0, , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0, ,359, ,16245, ,0,0,10,3,203,1582, , , ,0,0,1,12,1959,36,1, , , ,0,0,2,123,88,0, , , , , ,0,0,4254,9,4,0,0, , , , , 
 , , , , , , , , , , , , , , , , , , ,0, ,6, ,2540, ,115761,0,2,591,532,2727,3804, , ,9,1,633,3305,21294,177,3, , ,1,87,481,4659,622,0, , , , ,3,44,11728,1652,52,1,0, , , , ,1,150,159,249,0,0, , , , , , 
 , , , , , , , , , , , , ,0, ,2237, ,26370, ,1,240,12795,17386,15824,15069, ,1619,868,32282,39449,111904,1237,190, ,835,6493,45450,36640,3398,2, , , ,717,8019,89804,9866,501,6,0, , , ,564,7624,41060,1889,3,0, , , , , ,43488,3002,11827,154,0,0,0, , , , , 
 , , , , , , , ,188, ,140366, ,262111,1208,183987,320777,231092,88125,39471,36915,463046,621133,263189,145623,5063,1006,48988,942087,541259,192845,35109,23, , ,50099,1166593,652540,29131,3439,57,0, , ,94393,1302829,240482,19244,7,0, , , , ,152772,862146,60140,2641,754,0,0, , , , ,88670,255413,13046,4,0,0, , , , , , 
 , , , , , , , ,392632,7406116,3226917,2681304,507901,6326307,5093671,5838692,1786337,234222,15375,6373389,6748771,2669838,980978,170653,71, ,13337922,5259545,2513613,139811,68794,37263,0, ,16289249,4418285,506728,140812,30,0, , , ,22807271,2984078,218722,32602,13884,0,0, , , ,23205436,1000008,84646,183,0,0, , , , , ,18877167,313179,26622,9161,0,0,0, , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,143605, , , , , , , , , , ,0, ,0, ,47591, , , , ,0,0,0,0,0, , , , , , ,0,0,0,15756,0,0, , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,1, ,10870, , , ,0,0,0,0,2151, , , , , ,0,0,0,4897,0,0, , , , , ,0,0,304,0,0, , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,195, ,152105, , ,0,0,1,80,2286, , , , ,0,0,4,10167,261,9, , , , ,0,0,302,8,0, , , , , , ,0,15647,0,1,0,0, , , , , , 
 , , , , , , , , , , , , , , , , , , , ,1, ,4836, ,74440, ,0,216,85,6800,21077, , , ,0,245,1029,66385,1466,92, , , ,18,137,3751,4097,0, , , , , ,14,11768,728,589,5,0, , , , , ,273,20,17,3,0, , , , , , , 
 , , , , , , , , , , , , , ,281, ,53425, ,282149,26,8005,22268,69947,63234, , ,78,9148,97635,267808,8112,1286, , ,1165,8638,156189,23281,63, , , , ,1344,42298,69579,3544,306,0, , , , ,2676,13405,19748,15,0, , , , , , ,1117,2066,1905,48,0,0, , , , , , 
 , , , , , , , , ,107979, ,602605, ,8110,418835,776088,429503,230714, ,27733,1247143,1073061,552715,33965,8625, ,96908,1595613,1152777,120491,366, , , ,134490,2150293,338483,17898,3749,0, , , ,306045,1035297,118179,157,2, , , , , ,313844,251378,13054,1015,0,0, , , , , ,153072,55598,427,1,0, , , , , , , 
 , , , , , , ,8007639,8225661,2793239,5878768,3197513,2269753,4279527,7659082,6357676,1893259,186595,102162,13414163,6074062,3698577,525741,1370, , ,13106916,6988218,924906,194227,82553,0, , ,25691637,2616414,436007,1053,3, , , , ,27840222,1012551,108378,37145,0,0, , , , ,18746925,338839,5509,0,0, , , , , , ,13720415,290413,21982,0,0,0, , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , ,151177, , , , , , , , ,0, ,0, ,106417, , , , ,0,0,0,5, , , , , , ,3,0,36057,0,0, , , , , , ,0,4,0,0, , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,38, ,105377, , , ,0,3,13,4735, , , , , ,1,4,22735,4,13, , , , , ,3,656,0,0, , , , , , , ,27669,9,0,0,0, , , , , , , 
 , , , , , , , , , , , , , , , , , , ,0, ,2325, ,305044, , ,20,10,1331,43288, , , , ,24,225,108992,7361,122, , , , ,42,1061,396,15, , , , , , ,27304,132,78,47,0, , , , , , ,70,46,6,2, , , , , , , , 
 , , , , , , , , , , , , ,18, ,51111, ,374583, ,1898,2191,150927,272245, , , ,1827,13005,547879,38277,2548, , , ,1463,92837,113368,815, , , , , ,51253,24145,16910,292,0, , , , , ,4414,2634,204,1, , , , , , , ,2413,662,152,0,0, , , , , , , 
 , , , , , , , ,10362, ,1056848, ,1491003,116485,784931,1301130,887588, , ,115396,1898414,2313333,133051,25182, , ,193381,2659446,606180,2861, , , , ,1155111,954582,80870,3957,0, , , , ,765217,236702,3332,8, , , , , , ,365943,47067,2724,0,0, , , , , , ,172599,8513,19,0, , , , , , , , 
 , , , , , , , ,4567335,3027742,6255977,4618959, ,6380997,7209441,5041217,511979,199249, ,8636410,6194841,1453662,9873, , , ,20269603,2344665,437589,106878,0, , , ,16866658,1352168,6625,18, , , , , ,20568396,222030,39991,0,0, , , , , ,15223299,51733,7,0, , , , , , , ,10701166,13186,0,0,0, , , , , , , 
 , , , , , , , , , , , , , , , , , ,386705, , , , , , , , ,10, ,312175, , , , ,1,18,136, , , , , , ,17,36664,10,9, , , , , , ,28,13,0, , , , , , , , ,6,4,0,0, , , , , , , , 
 , , , , , , , , , , , , , , , , , , , ,489, ,418022, , , ,4,293,17864, , , , , ,146,106399,392,186, , , , , ,1058,336,37, , , , , , , ,349,149,15,0, , , , , , , ,149,25,0, , , , , , , , , 
 , , , , , , , , , , , , , ,15619, ,1061881, , ,268,14770,659660, , , , ,3448,563156,181352,2288, , , , ,28492,13849,1337, , , , , , ,14623,6025,656,0, , , , , , ,8082,991,21, , , , , , , , ,3066,191,0,0, , , , , , , , 
 , , , , , , , , ,900569, ,2971785, ,48112,1062960,2501242, , , ,405067,3642008,674726,19797, , , ,1830051,654779,20620, , , , , ,1212302,125512,4130,0, , , , , ,904029,18926,197, , , , , , , ,338940,10843,7,0, , , , , , , ,173309,903,1, , , , , , , , , 
 , , , , , , ,7607903,620008,2157464,6277993, , ,11486250,6979384,1075805,454963, , ,12244643,1689940,48018, , , , ,11674863,781363,98362,0, , , , ,14367614,21426,242, , , , , , ,7415131,73500,0,0, , , , , , ,12691170,1350,0, , , , , , , , ,6739636,350,3,0, , , , , , , , 
 , , , , , , , , , , , ,2010621, , , , , , ,321, ,381000, , , , ,423,5295, , , , , , ,51332,1120,487, , , , , , ,1367,225, , , , , , , , ,650,92,6, , , , , , , , ,100,3, , , , , , , , , , 
 , , , , , , , , , , , , ,7695, ,2387762, , , ,8479,136633, , , , , ,227779,53020,6611, , , , , ,42907,7479, , , , , , , ,29042,2382,102, , , , , , , ,7372,207, , , , , , , , , ,2685,34,0, , , , , , , , , 
 , , , , , , , ,2134821, ,7396763, , ,180490,1446471, , , , ,5321867,188179,56593, , , , ,1117060,48788, , , , , , ,1136947,20052,433, , , , , , ,388478,2863, , , , , , , , ,290764,510,3, , , , , , , , ,430937,30, , , , , , , , , , 
 , , , , , , , ,314906,1966595, , , ,15338053,382755,1292591, , , ,9317083,20418, , , , , ,6518050,605872,133, , , , , ,5628025,2789, , , , , , , ,9163968,592,0, , , , , , , ,4140977,53, , , , , , , , , ,4872154,5,0, , , , , , , , , 
 , , , , , , ,8801174, , , , , , ,2508952, , , , ,311426, , , , , , ,34966,17384, , , , , , ,14024, , , , , , , , ,5173,243, , , , , , , , ,1797, , , , , , , , , , ,156,5, , , , , , , , , , 
 , , , , , , , , , , , , ,3633953, , , , , ,421414, , , , , , ,149198, , , , , , , ,2295846, , , , , , , , ,526307, , , , , , , , , ,13441, , , , , , , , , , ,1330, , , , , , , , , , , 
 , , , , , , , ,3668709, , , , ,156629, , , , , ,171043, , , , , , ,2508831, , , , , , , ,11297077, , , , , , , , ,88078, , , , , , , , , ,18644, , , , , , , , , , ,3084698, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
